"","lon","lat","id"
"745",-70.75,-37.75,"World"
"746",-61.75,-29.25,"World"
"747",-58.75,-27.75,"World"
"748",-70.25,-32.25,"World"
"749",-63.75,-31.25,"World"
"750",-69.75,-32.25,"World"
"751",-61.25,-31.25,"World"
"752",-69.75,-30.75,"World"
"753",-59.25,-25.25,"World"
"754",-60.75,-27.25,"World"
"755",-56.75,-27.75,"World"
"756",-65.25,-37.75,"World"
"757",-64.25,-37.75,"World"
"758",-64.25,-30.75,"World"
"759",-58.25,-31.25,"World"
"760",-68.75,-34.25,"World"
"761",-61.75,-30.75,"World"
"762",-62.25,-30.75,"World"
"763",-67.25,-30.25,"World"
"764",-61.75,-37.75,"World"
"765",-67.75,-29.75,"World"
"766",-70.25,-49.75,"World"
"767",-69.25,-36.25,"World"
"768",-68.25,-36.25,"World"
"769",-67.75,-36.75,"World"
"770",-69.25,-31.75,"World"
"771",-65.25,-39.25,"World"
"772",-65.25,-36.75,"World"
"773",-64.25,-36.25,"World"
"774",-69.75,-45.25,"World"
"775",-68.25,-35.75,"World"
"776",-69.75,-35.75,"World"
"777",-59.75,-37.25,"World"
"778",-67.25,-35.75,"World"
"779",-62.75,-36.25,"World"
"780",-57.25,-37.25,"World"
"781",-66.75,-35.75,"World"
"782",-61.75,-36.25,"World"
"783",-59.25,-36.25,"World"
"784",-60.25,-29.75,"World"
"785",-59.75,-29.75,"World"
"786",-58.25,-25.75,"World"
"787",-68.75,-37.75,"World"
"788",-62.25,-38.75,"World"
"789",-64.25,-28.75,"World"
"790",-60.25,-25.25,"World"
"791",-68.75,-48.25,"World"
"792",-62.75,-28.75,"World"
"793",-62.75,-35.25,"World"
"794",-67.25,-30.75,"World"
"795",-66.25,-37.75,"World"
"796",-66.75,-34.75,"World"
"797",-60.75,-28.75,"World"
"798",-67.75,-48.25,"World"
"799",-67.25,-48.25,"World"
"800",-73.25,-49.75,"World"
"801",-62.75,-30.75,"World"
"802",-62.75,-34.75,"World"
"803",-57.75,-35.25,"World"
"804",-64.75,-34.25,"World"
"805",-61.75,-34.75,"World"
"806",-65.25,-54.75,"World"
"807",-66.75,-34.25,"World"
"808",-64.25,-54.75,"World"
"809",-67.75,-54.25,"World"
"810",-65.25,-37.25,"World"
"811",-57.75,-37.75,"World"
"812",-69.75,-33.25,"World"
"813",-61.25,-34.25,"World"
"814",-68.75,-35.75,"World"
"815",-61.75,-34.25,"World"
"816",-68.25,-47.25,"World"
"817",-66.25,-47.75,"World"
"818",-59.75,-34.25,"World"
"819",-63.25,-33.75,"World"
"820",-68.25,-26.75,"World"
"821",-59.25,-34.25,"World"
"822",-58.75,-34.25,"World"
"823",-61.75,-33.75,"World"
"824",-69.25,-46.75,"World"
"825",-66.75,-33.25,"World"
"826",-62.75,-35.75,"World"
"827",-57.75,-36.25,"World"
"828",-57.25,-36.25,"World"
"829",-59.25,-33.75,"World"
"830",-66.75,-32.75,"World"
"831",-62.25,-33.25,"World"
"832",-67.25,-46.75,"World"
"833",-58.75,-33.75,"World"
"834",-67.75,-26.75,"World"
"835",-65.75,-34.75,"World"
"836",-57.25,-27.75,"World"
"837",-58.75,-27.25,"World"
"838",-60.75,-33.25,"World"
"839",-60.25,-33.25,"World"
"840",-56.75,-29.25,"World"
"841",-67.25,-34.25,"World"
"842",-63.75,-32.75,"World"
"843",-68.25,-32.25,"World"
"844",-67.75,-32.25,"World"
"845",-59.25,-33.25,"World"
